	entry_ac	go_id	go_descr
151459	O75832	0006521	regulation of cellular amino acid metabolic process
151460	O75832	1902036	regulation of hematopoietic stem cell differentiation
151461	O75832	1901990	regulation of mitotic cell cycle phase transition
151462	O75832	0043488	regulation of mRNA stability
151463	O75832	0006357	regulation of transcription by RNA polymerase II
151464	O75832	0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia
151465	O75832	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
151466	O75832	0002223	stimulatory C-type lectin receptor signaling pathway
151467	O75832	0050852	T cell receptor signaling pathway
151468	O75832	0055085	transmembrane transport
151469	O75832	0033209	tumor necrosis factor-mediated signaling pathway
151470	O75832	0060071	Wnt signaling pathway, planar cell polarity pathway
151491	Q9BRT8	0005524	ATP binding
151546	Q66GS9	0005814	centriole
151547	Q66GS9	0005813	centrosome
151548	Q66GS9	0005829	cytosol
151549	Q66GS9	0008022	protein C-terminus binding
151550	Q66GS9	0007099	centriole replication
151551	Q66GS9	0010457	centriole-centriole cohesion
151552	Q66GS9	0097711	ciliary basal body-plasma membrane docking
151553	Q66GS9	0000086	G2/M transition of mitotic cell cycle
151554	Q66GS9	1904951	positive regulation of establishment of protein localization
151555	Q66GS9	1902857	positive regulation of non-motile cilium assembly
151556	Q66GS9	0010389	regulation of G2/M transition of mitotic cell cycle
151617	P53634	0035578	azurophil granule lumen
151618	P53634	0005813	centrosome
151619	P53634	0062023	collagen-containing extracellular matrix
151620	P53634	0030134	COPII-coated ER to Golgi transport vesicle
151621	P53634	0005788	endoplasmic reticulum lumen
151622	P53634	0033116	endoplasmic reticulum-Golgi intermediate compartment membrane
151623	P53634	0070062	extracellular exosome
151624	P53634	0005576	extracellular region
151625	P53634	0005615	extracellular space
151626	P53634	0000139	Golgi membrane
151627	P53634	0043231	intracellular membrane-bounded organelle
151628	P53634	0005764	lysosome
151629	P53634	0016020	membrane
151630	P53634	0005654	nucleoplasm
151631	P53634	0051087	chaperone binding
151632	P53634	0031404	chloride ion binding
151633	P53634	0004197	cysteine-type endopeptidase activity
151634	P53634	0008234	cysteine-type peptidase activity
151635	P53634	0042802	identical protein binding
151636	P53634	0016505	peptidase activator activity involved in apoptotic process
151637	P53634	0019902	phosphatase binding
151638	P53634	0043621	protein self-association
151639	P53634	0004252	serine-type endopeptidase activity
151640	P53634	0007568	aging
151641	P53634	0048208	COPII vesicle coating
151642	P53634	0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
151643	P53634	0006955	immune response
151644	P53634	0031642	negative regulation of myelination
151645	P53634	0043312	neutrophil degranulation
151646	P53634	2001235	positive regulation of apoptotic signaling pathway
151647	P53634	1903980	positive regulation of microglial cell activation
151648	P53634	1903052	positive regulation of proteolysis involved in cellular protein catabolic process
151649	P53634	0006508	proteolysis
151650	P53634	0051603	proteolysis involved in cellular protein catabolic process
151651	P53634	0010033	response to organic substance
151652	P53634	0001913	T cell mediated cytotoxicity
151664	P33076	0005829	cytosol
151665	P33076	0005654	nucleoplasm
151666	P33076	0016605	PML body
151667	P33076	0033613	activating transcription factor binding
151668	P33076	0005524	ATP binding
151669	P33076	0005525	GTP binding
151670	P33076	0016301	kinase activity
151671	P33076	0008022	protein C-terminus binding
151672	P33076	0044877	protein-containing complex binding
151673	P33076	0003713	transcription coactivator activity
151674	P33076	0044212	transcription regulatory region DNA binding
151675	P33076	0016746	transferase activity, transferring acyl groups
151676	P33076	0006955	immune response
151677	P33076	0006954	inflammatory response
151678	P33076	0060333	interferon-gamma-mediated signaling pathway
151679	P33076	0032966	negative regulation of collagen biosynthetic process
151680	P33076	0000122	negative regulation of transcription by RNA polymerase II
151681	P33076	0045892	negative regulation of transcription, DNA-templated
151682	P33076	0045345	positive regulation of MHC class I biosynthetic process
151683	P33076	0045348	positive regulation of MHC class II biosynthetic process
151684	P33076	0045944	positive regulation of transcription by RNA polymerase II
151685	P33076	0045893	positive regulation of transcription, DNA-templated
151686	P33076	0046677	response to antibiotic
151687	P33076	0034341	response to interferon-gamma
151814	P07766	0042105	alpha-beta T cell receptor complex
151815	P07766	0044297	cell body
151816	P07766	0005911	cell-cell junction
151817	P07766	0043197	dendritic spine
151818	P07766	0009897	external side of plasma membrane
151819	P07766	0001772	immunological synapse
151820	P07766	0005887	integral component of plasma membrane
151821	P07766	0005886	plasma membrane
151822	P07766	0042101	T cell receptor complex
151823	P07766	0046982	protein heterodimerization activity
151824	P07766	0042803	protein homodimerization activity
151825	P07766	0019901	protein kinase binding
151826	P07766	0030159	receptor signaling complex adaptor activity
151827	P07766	0017124	SH3 domain binding
151828	P07766	0042608	T cell receptor binding
151829	P07766	0004888	transmembrane signaling receptor activity
151830	P07766	0002250	adaptive immune response
151831	P07766	0097190	apoptotic signaling pathway
151832	P07766	0007166	cell surface receptor signaling pathway
151833	P07766	0021549	cerebellum development
151834	P07766	0016358	dendrite development
151835	P07766	0007186	G protein-coupled receptor signaling pathway
151836	P07766	0010629	negative regulation of gene expression
151837	P07766	0045879	negative regulation of smoothened signaling pathway
151838	P07766	0045060	negative thymic T cell selection
151839	P07766	0046641	positive regulation of alpha-beta T cell proliferation
151840	P07766	0050850	positive regulation of calcium-mediated signaling
151841	P07766	0033634	positive regulation of cell-cell adhesion mediated by integrin
151842	P07766	0001954	positive regulation of cell-matrix adhesion
151843	P07766	0010628	positive regulation of gene expression
151844	P07766	0032729	positive regulation of interferon-gamma production
151845	P07766	0045086	positive regulation of interleukin-2 biosynthetic process
151846	P07766	0032753	positive regulation of interleukin-4 production
151847	P07766	0050731	positive regulation of peptidyl-tyrosine phosphorylation
151848	P07766	0002669	positive regulation of T cell anergy
151849	P07766	0042102	positive regulation of T cell proliferation
151850	P07766	0045059	positive thymic T cell selection
151851	P07766	0051260	protein homooligomerization
151852	P07766	0065003	protein-containing complex assembly
151853	P07766	0042981	regulation of apoptotic process
151854	P07766	0050776	regulation of immune response
151855	P07766	0007584	response to nutrient
151856	P07766	0007172	signal complex assembly
151857	P07766	0042110	T cell activation
151858	P07766	0031295	T cell costimulation
151859	P07766	0030217	T cell differentiation
151860	P07766	0050852	T cell receptor signaling pathway
151861	P07766	0007169	transmembrane receptor protein tyrosine kinase signaling pathway
152114	Q13547	0000785	chromatin
152115	Q13547	0005737	cytoplasm
152116	Q13547	0005829	cytosol
152117	Q13547	0000792	heterochromatin
152118	Q13547	0000118	histone deacetylase complex
152119	Q13547	0043025	neuronal cell body
152120	Q13547	0000790	nuclear chromatin
152121	Q13547	0005654	nucleoplasm
152122	Q13547	0005634	nucleus
152123	Q13547	0016581	NuRD complex
152124	Q13547	0032991	protein-containing complex
152125	Q13547	0016580	Sin3 complex
152126	Q13547	0070822	Sin3-type complex
152127	Q13547	0005667	transcription factor complex
152128	Q13547	0033613	activating transcription factor binding
152129	Q13547	0001046	core promoter sequence-specific DNA binding
152130	Q13547	0019213	deacetylase activity
152131	Q13547	0070888	E-box binding
152132	Q13547	0019899	enzyme binding
152133	Q13547	0004407	histone deacetylase activity
152134	Q13547	0042826	histone deacetylase binding
152135	Q13547	0035851	Krueppel-associated box domain binding
152136	Q13547	0032041	NAD-dependent histone deacetylase activity (H3-K14 specific)
152137	Q13547	0051059	NF-kappaB binding
152138	Q13547	0002039	p53 binding
152139	Q13547	1990841	promoter-specific chromatin binding
152140	Q13547	0033558	protein deacetylase activity
152141	Q13547	0047485	protein N-terminus binding
152142	Q13547	0070491	repressing transcription factor binding
152143	Q13547	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
152144	Q13547	0000979	RNA polymerase II core promoter sequence-specific DNA binding
152145	Q13547	0001103	RNA polymerase II repressing transcription factor binding
152146	Q13547	0001085	RNA polymerase II transcription factor binding
152147	Q13547	0003714	transcription corepressor activity
152148	Q13547	0008134	transcription factor binding
152149	Q13547	0044212	transcription regulatory region DNA binding
152150	Q13547	0000976	transcription regulatory region sequence-specific DNA binding
152151	Q13547	0043044	ATP-dependent chromatin remodeling
152152	Q13547	1904837	beta-catenin-TCF complex assembly
152153	Q13547	0007596	blood coagulation
152154	Q13547	0006325	chromatin organization
152155	Q13547	0006338	chromatin remodeling
152156	Q13547	0032922	circadian regulation of gene expression
152157	Q13547	0042733	embryonic digit morphogenesis
152158	Q13547	0007492	endoderm development
152159	Q13547	0009913	epidermal cell differentiation
152160	Q13547	0061029	eyelid development in camera-type eye
152161	Q13547	0061198	fungiform papilla formation
152162	Q13547	0060789	hair follicle placode formation
152163	Q13547	0021766	hippocampus development
152164	Q13547	0016575	histone deacetylation
152165	Q13547	0070932	histone H3 deacetylation
152166	Q13547	0070933	histone H4 deacetylation
152167	Q13547	0006346	methylation-dependent chromatin silencing
152168	Q13547	0043922	negative regulation by host of viral transcription
152169	Q13547	0060766	negative regulation of androgen receptor signaling pathway
152170	Q13547	0043066	negative regulation of apoptotic process
152171	Q13547	0090090	negative regulation of canonical Wnt signaling pathway
152172	Q13547	0010629	negative regulation of gene expression
152173	Q13547	0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling
152174	Q13547	2001243	negative regulation of intrinsic apoptotic signaling pathway
152175	Q13547	0000122	negative regulation of transcription by RNA polymerase II
152176	Q13547	0045892	negative regulation of transcription, DNA-templated
152177	Q13547	0030182	neuron differentiation
152178	Q13547	0042475	odontogenesis of dentin-containing tooth
152179	Q13547	0008284	positive regulation of cell population proliferation
152180	Q13547	0048714	positive regulation of oligodendrocyte differentiation
152181	Q13547	0010870	positive regulation of receptor biosynthetic process
152182	Q13547	0045944	positive regulation of transcription by RNA polymerase II
152183	Q13547	0045893	positive regulation of transcription, DNA-templated
152184	Q13547	0006476	protein deacetylation
152185	Q13547	1900221	regulation of amyloid-beta clearance
152186	Q13547	0052548	regulation of endopeptidase activity
152187	Q13547	0045652	regulation of megakaryocyte differentiation
152188	Q13547	1901796	regulation of signal transduction by p53 class mediator
152189	Q13547	0006357	regulation of transcription by RNA polymerase II
152747	Q6PGQ7	0005737	cytoplasm
152748	Q6PGQ7	0005829	cytosol
152749	Q6PGQ7	0005634	nucleus
152750	Q6PGQ7	0019901	protein kinase binding
152751	Q6PGQ7	0032147	activation of protein kinase activity
152752	Q6PGQ7	0051301	cell division
152753	Q6PGQ7	0000086	G2/M transition of mitotic cell cycle
152754	Q6PGQ7	0007088	regulation of mitotic nuclear division
152755	Q6PGQ7	0060236	regulation of mitotic spindle organization
152756	Q6PGQ7	0032880	regulation of protein localization
152922	P27037	0048179	activin receptor complex
152923	P27037	0009986	cell surface
152924	P27037	0005737	cytoplasm
152925	P27037	0034673	inhibin-betaglycan-ActRII complex
152926	P27037	0005887	integral component of plasma membrane
152927	P27037	0005886	plasma membrane
152928	P27037	0043235	receptor complex
152929	P27037	0048185	activin binding
152930	P27037	0017002	activin-activated receptor activity
152931	P27037	0005524	ATP binding
152932	P27037	0098821	BMP receptor activity
152933	P27037	0015026	coreceptor activity
152934	P27037	0019838	growth factor binding
152935	P27037	0034711	inhibin binding
152936	P27037	0046872	metal ion binding
152937	P27037	0030165	PDZ domain binding
152938	P27037	0043621	protein self-association
